"Action","Source address","Destination address","Port","Protocol"
"1","192.168.1.96","192.168.1.58","53","17"
"0","192.168.1.25","172.160.2.83","53","17"
"0","203.222.201.119","192.168.1.44","25","6"
"1","192.168.1.13","192.168.1.250","110","17"
"0","203.222.201.110","192.168.1.78","23","6"
"0","203.222.201.244","172.160.2.141","23","6"
"1","203.222.201.118","203.222.201.54","23","6"
"1","192.168.1.148","192.168.1.220","23","6"
"0","203.222.201.51","192.168.1.37","21","6"
"0","172.160.2.155","192.168.1.35","53","17"
"0","192.168.1.212","203.222.201.5","22","6"
"0","203.222.201.248","172.160.2.210","21","6"
"0","203.222.201.77","172.160.2.112","80","6"
"0","192.168.1.205","172.160.2.39","25","6"
"0","203.222.201.94","172.160.2.212","80","6"
"1","203.222.201.175","203.222.201.155","53","17"
"1","172.160.2.191","172.160.2.239","21","6"
"0","203.222.201.109","192.168.1.249","110","17"
"0","203.222.201.150","192.168.1.46","110","17"
"1","172.160.2.12","172.160.2.242","25","6"
"1","172.160.2.149","172.160.2.190","53","17"
"1","172.160.2.152","172.160.2.184","53","17"
"1","192.168.1.14","192.168.1.156","80","6"
"0","203.222.201.244","192.168.1.167","25","6"
"1","172.160.2.158","172.160.2.191","22","6"
"0","203.222.201.31","192.168.1.235","25","6"
"0","203.222.201.135","192.168.1.252","80","6"
"1","192.168.1.225","192.168.1.98","110","17"
"1","192.168.1.172","192.168.1.104","53","17"
"1","192.168.1.220","192.168.1.76","80","6"
"0","203.222.201.97","172.160.2.46","25","6"
"0","172.160.2.75","203.222.201.165","110","17"
"0","192.168.1.6","172.160.2.33","21","6"
"1","192.168.1.129","192.168.1.163","23","6"
"1","172.160.2.109","172.160.2.91","110","17"
"1","192.168.1.220","192.168.1.119","80","6"
"0","192.168.1.52","172.160.2.248","23","6"
"0","172.160.2.108","192.168.1.152","80","6"
"0","192.168.1.126","203.222.201.107","53","17"
"1","172.160.2.4","172.160.2.250","23","6"
"0","203.222.201.133","192.168.1.13","80","6"
"0","203.222.201.100","192.168.1.144","23","6"
"0","203.222.201.105","192.168.1.239","23","6"
"0","203.222.201.50","172.160.2.216","22","6"
"1","192.168.1.252","192.168.1.31","80","6"
"0","172.160.2.174","203.222.201.162","53","17"
"0","192.168.1.64","172.160.2.50","25","6"
"0","172.160.2.189","192.168.1.65","53","17"
"0","192.168.1.12","172.160.2.222","22","6"
"0","192.168.1.223","172.160.2.215","22","6"
"0","172.160.2.181","203.222.201.50","53","17"
"0","192.168.1.215","172.160.2.27","21","6"
"0","192.168.1.79","172.160.2.20","21","6"
"1","203.222.201.26","172.160.2.41","53","17"
"0","203.222.201.132","192.168.1.87","25","6"
"1","192.168.1.191","192.168.1.209","25","6"
"0","172.160.2.110","203.222.201.3","21","6"
"0","172.160.2.12","203.222.201.125","80","6"
"0","203.222.201.194","192.168.1.218","23","6"
"0","203.222.201.33","192.168.1.117","23","6"
"1","172.160.2.5","172.160.2.75","53","17"
"0","192.168.1.140","203.222.201.38","80","6"
"1","203.222.201.88","203.222.201.251","23","6"
"1","172.160.2.125","172.160.2.201","80","6"
"1","203.222.201.20","203.222.201.31","53","17"
"1","192.168.1.79","192.168.1.227","80","6"
"0","192.168.1.76","203.222.201.106","80","6"
"1","172.160.2.201","172.160.2.101","22","6"
"0","203.222.201.220","172.160.2.118","21","6"
"1","192.168.1.203","203.222.201.251","21","6"
"0","203.222.201.249","192.168.1.249","21","6"
"1","172.160.2.57","172.160.2.182","22","6"
"0","203.222.201.223","172.160.2.251","21","6"
"1","203.222.201.37","203.222.201.183","23","6"
"0","192.168.1.193","203.222.201.247","22","6"
"0","203.222.201.221","172.160.2.148","80","6"
"1","192.168.1.143","203.222.201.142","21","6"
"0","203.222.201.23","192.168.1.67","23","6"
"0","203.222.201.150","172.160.2.1","80","6"
"1","203.222.201.12","203.222.201.185","80","6"
"0","172.160.2.176","203.222.201.237","110","17"
"0","172.160.2.233","203.222.201.65","23","6"
"1","172.160.2.162","172.160.2.252","53","17"
"1","172.160.2.119","172.160.2.200","23","6"
"0","192.168.1.103","203.222.201.94","22","6"
"0","203.222.201.52","192.168.1.38","80","6"
"1","172.160.2.124","172.160.2.31","23","6"
"0","172.160.2.149","203.222.201.208","22","6"
"0","203.222.201.72","172.160.2.208","22","6"
"0","203.222.201.218","172.160.2.33","25","6"
"0","203.222.201.71","192.168.1.78","23","6"
"0","172.160.2.122","203.222.201.186","53","17"
"0","172.160.2.75","192.168.1.180","22","6"
"1","192.168.1.204","192.168.1.123","21","6"
"0","203.222.201.221","192.168.1.187","23","6"
"1","192.168.1.201","203.222.201.167","25","6"
"0","203.222.201.202","192.168.1.124","22","6"
"1","192.168.1.243","192.168.1.229","110","17"
"0","192.168.1.144","203.222.201.127","110","17"
"1","203.222.201.172","203.222.201.35","110","17"
"1","192.168.1.124","192.168.1.247","110","17"
"1","172.160.2.144","172.160.2.222","22","6"
"0","172.160.2.59","192.168.1.24","25","6"
"1","203.222.201.241","203.222.201.71","110","17"
"0","192.168.1.232","203.222.201.157","80","6"
"1","192.168.1.225","192.168.1.252","22","6"
"1","172.160.2.227","172.160.2.193","21","6"
"0","203.222.201.134","192.168.1.212","80","6"
"1","203.222.201.187","203.222.201.173","110","17"
"0","172.160.2.87","203.222.201.37","22","6"
"1","203.222.201.21","203.222.201.231","80","6"
"0","203.222.201.31","192.168.1.217","22","6"
"0","192.168.1.205","172.160.2.21","22","6"
"0","192.168.1.99","203.222.201.84","23","6"
"0","203.222.201.163","192.168.1.212","21","6"
"0","172.160.2.63","192.168.1.235","110","17"
"1","203.222.201.126","172.160.2.230","53","17"
"0","203.222.201.161","172.160.2.97","25","6"
"0","172.160.2.252","203.222.201.80","80","6"
"0","203.222.201.251","172.160.2.1","25","6"
"0","203.222.201.213","192.168.1.240","21","6"
"0","172.160.2.107","203.222.201.58","53","17"
"0","172.160.2.149","203.222.201.198","25","6"
"0","203.222.201.52","192.168.1.38","53","17"
"1","192.168.1.249","203.222.201.167","25","6"
"1","172.160.2.149","172.160.2.156","21","6"
"1","203.222.201.239","203.222.201.120","23","6"
"0","203.222.201.171","192.168.1.197","23","6"
"0","172.160.2.143","203.222.201.244","23","6"
"0","203.222.201.137","192.168.1.104","23","6"
"1","192.168.1.251","192.168.1.146","23","6"
"0","192.168.1.28","172.160.2.96","53","17"
"0","203.222.201.117","192.168.1.82","22","6"
"1","203.222.201.53","203.222.201.25","21","6"
"0","203.222.201.118","172.160.2.200","25","6"
"0","203.222.201.22","192.168.1.232","23","6"
"0","172.160.2.167","203.222.201.234","23","6"
"1","192.168.1.134","203.222.201.38","21","6"
"1","203.222.201.219","203.222.201.75","53","17"
"0","172.160.2.148","203.222.201.114","80","6"
"1","203.222.201.173","203.222.201.146","23","6"
"0","172.160.2.115","192.168.1.252","53","17"
"0","192.168.1.12","203.222.201.10","22","6"
"1","203.222.201.13","203.222.201.136","110","17"
"0","192.168.1.63","172.160.2.148","53","17"
"1","203.222.201.227","203.222.201.222","110","17"
"1","192.168.1.48","192.168.1.92","53","17"
"0","192.168.1.76","203.222.201.106","22","6"
"0","203.222.201.46","192.168.1.221","22","6"
"0","192.168.1.228","172.160.2.107","110","17"
"0","203.222.201.207","192.168.1.225","53","17"
"0","192.168.1.7","203.222.201.156","80","6"
"0","172.160.2.37","203.222.201.90","23","6"
"1","172.160.2.214","172.160.2.2","23","6"
"0","172.160.2.1","192.168.1.70","22","6"
"0","172.160.2.8","192.168.1.251","21","6"
"1","172.160.2.234","192.168.1.194","23","6"
"1","192.168.1.116","203.222.201.79","21","6"
"0","172.160.2.49","203.222.201.220","53","17"
"0","203.222.201.144","192.168.1.38","25","6"
"1","203.222.201.53","203.222.201.111","80","6"
"0","172.160.2.79","192.168.1.163","53","17"
"0","172.160.2.14","203.222.201.184","25","6"
"0","192.168.1.31","172.160.2.179","110","17"
"1","203.222.201.240","203.222.201.137","22","6"
"0","203.222.201.132","172.160.2.25","25","6"
"1","172.160.2.60","172.160.2.111","80","6"
"1","203.222.201.57","203.222.201.230","110","17"
"0","172.160.2.70","203.222.201.119","21","6"
"0","172.160.2.90","192.168.1.101","80","6"
"0","172.160.2.104","192.168.1.235","53","17"
"0","172.160.2.181","192.168.1.146","25","6"
"0","172.160.2.40","192.168.1.79","53","17"
"0","192.168.1.165","172.160.2.214","22","6"
"0","192.168.1.101","172.160.2.105","25","6"
"0","192.168.1.58","203.222.201.38","53","17"
"0","192.168.1.139","172.160.2.50","21","6"
"1","192.168.1.90","192.168.1.215","21","6"
"0","203.222.201.42","172.160.2.118","25","6"
"0","192.168.1.220","172.160.2.215","53","17"
"1","172.160.2.127","192.168.1.2","23","6"
"1","192.168.1.174","192.168.1.38","22","6"
"0","203.222.201.181","192.168.1.213","21","6"
"1","203.222.201.156","203.222.201.19","23","6"
"0","172.160.2.35","203.222.201.130","22","6"
"0","203.222.201.95","192.168.1.47","110","17"
"1","172.160.2.124","172.160.2.67","110","17"
"1","192.168.1.206","192.168.1.75","25","6"
"0","192.168.1.215","203.222.201.198","80","6"
"0","172.160.2.140","192.168.1.1","22","6"
"1","192.168.1.247","192.168.1.36","22","6"
"0","203.222.201.210","192.168.1.217","25","6"
"0","203.222.201.204","172.160.2.54","110","17"
"1","172.160.2.156","172.160.2.199","53","17"
"0","172.160.2.134","192.168.1.171","25","6"
"0","192.168.1.188","172.160.2.175","80","6"
"1","192.168.1.92","192.168.1.140","25","6"
"1","192.168.1.203","192.168.1.153","80","6"
"1","203.222.201.137","203.222.201.94","22","6"
"1","203.222.201.92","203.222.201.193","53","17"
"0","203.222.201.67","192.168.1.8","22","6"
"0","192.168.1.197","203.222.201.170","22","6"
"0","172.160.2.27","203.222.201.223","21","6"
"1","192.168.1.194","192.168.1.161","21","6"
"1","172.160.2.249","192.168.1.198","23","6"
"0","172.160.2.182","192.168.1.99","80","6"
"1","192.168.1.32","203.222.201.71","25","6"
"1","203.222.201.88","203.222.201.207","110","17"
"0","192.168.1.252","172.160.2.163","23","6"
"0","203.222.201.87","192.168.1.110","21","6"
"1","172.160.2.8","172.160.2.50","25","6"
"0","192.168.1.222","172.160.2.130","53","17"
"0","203.222.201.216","172.160.2.116","23","6"
"0","172.160.2.201","203.222.201.106","80","6"
"0","172.160.2.43","192.168.1.90","21","6"
"0","203.222.201.237","192.168.1.83","53","17"
"1","192.168.1.247","192.168.1.50","22","6"
"1","192.168.1.240","192.168.1.174","23","6"
"1","203.222.201.102","203.222.201.60","22","6"
"1","192.168.1.82","192.168.1.54","80","6"
"0","172.160.2.115","203.222.201.248","53","17"
"1","172.160.2.28","172.160.2.13","21","6"
"1","203.222.201.223","203.222.201.176","23","6"
"0","192.168.1.188","203.222.201.223","110","17"
"1","203.222.201.202","203.222.201.171","22","6"
"0","172.160.2.68","203.222.201.101","80","6"
"1","192.168.1.135","192.168.1.232","21","6"
"1","203.222.201.48","203.222.201.233","21","6"
"0","203.222.201.131","172.160.2.107","80","6"
"0","172.160.2.17","203.222.201.200","21","6"
"1","203.222.201.64","203.222.201.156","21","6"
"1","203.222.201.218","203.222.201.114","21","6"
"0","172.160.2.18","192.168.1.83","53","17"
"0","192.168.1.135","203.222.201.45","110","17"
"0","203.222.201.36","192.168.1.28","53","17"
"0","203.222.201.100","172.160.2.211","23","6"
"0","172.160.2.55","203.222.201.3","80","6"
"0","172.160.2.34","203.222.201.237","53","17"
"0","172.160.2.2","203.222.201.67","22","6"
"0","192.168.1.119","203.222.201.87","53","17"
"1","203.222.201.204","203.222.201.219","21","6"
"0","203.222.201.113","172.160.2.29","110","17"
"0","203.222.201.227","172.160.2.161","80","6"
"0","192.168.1.141","203.222.201.142","110","17"
"1","203.222.201.217","172.160.2.156","53","17"
"0","203.222.201.66","192.168.1.139","21","6"
"0","192.168.1.230","172.160.2.253","110","17"
"0","192.168.1.2","172.160.2.182","25","6"
"0","192.168.1.232","172.160.2.202","21","6"
"1","172.160.2.94","172.160.2.254","23","6"
"0","192.168.1.101","172.160.2.18","110","17"
"0","203.222.201.3","172.160.2.84","110","17"
"0","192.168.1.20","172.160.2.61","22","6"
"0","172.160.2.85","203.222.201.176","22","6"
"1","203.222.201.27","203.222.201.231","22","6"
"1","192.168.1.240","203.222.201.11","21","6"
"0","203.222.201.174","172.160.2.200","25","6"
"0","203.222.201.61","172.160.2.146","23","6"
"0","192.168.1.128","172.160.2.227","110","17"
"0","203.222.201.34","172.160.2.237","110","17"
"0","203.222.201.127","192.168.1.149","110","17"
"0","192.168.1.248","203.222.201.51","53","17"
"0","203.222.201.76","192.168.1.196","53","17"
"0","172.160.2.47","203.222.201.55","25","6"
"1","192.168.1.254","192.168.1.115","25","6"
"1","203.222.201.238","203.222.201.201","22","6"
"0","203.222.201.141","172.160.2.245","110","17"
"0","192.168.1.195","203.222.201.173","53","17"
"1","203.222.201.221","172.160.2.139","53","17"
"0","203.222.201.83","172.160.2.233","22","6"
"0","203.222.201.169","172.160.2.250","25","6"
"0","203.222.201.213","172.160.2.87","110","17"
"0","192.168.1.221","172.160.2.123","53","17"
"1","203.222.201.59","203.222.201.56","23","6"
"0","203.222.201.188","192.168.1.93","80","6"
"0","203.222.201.26","192.168.1.234","25","6"
"1","172.160.2.217","172.160.2.27","53","17"
"0","203.222.201.80","172.160.2.131","80","6"
"0","203.222.201.22","192.168.1.161","25","6"
"0","203.222.201.135","172.160.2.186","22","6"
"1","192.168.1.244","203.222.201.120","25","6"
"1","192.168.1.121","192.168.1.133","110","17"
"0","192.168.1.90","172.160.2.122","25","6"
"0","172.160.2.241","203.222.201.87","80","6"
"0","172.160.2.51","203.222.201.21","110","17"
"0","172.160.2.33","203.222.201.11","22","6"
"1","203.222.201.124","203.222.201.23","21","6"
"1","203.222.201.10","203.222.201.51","53","17"
"0","172.160.2.18","203.222.201.120","110","17"
"0","203.222.201.156","192.168.1.32","23","6"
"0","203.222.201.51","172.160.2.167","22","6"
"0","192.168.1.29","172.160.2.151","110","17"
"1","192.168.1.75","192.168.1.23","25","6"
"0","172.160.2.20","203.222.201.10","80","6"
"1","192.168.1.145","192.168.1.38","23","6"
"0","192.168.1.15","203.222.201.250","53","17"
"0","172.160.2.15","203.222.201.248","23","6"
"0","192.168.1.211","203.222.201.134","110","17"
"0","172.160.2.132","192.168.1.112","22","6"
"0","172.160.2.104","203.222.201.75","110","17"
"0","172.160.2.173","192.168.1.217","110","17"
"0","203.222.201.60","172.160.2.233","25","6"
"1","203.222.201.141","203.222.201.43","23","6"
"0","172.160.2.92","203.222.201.41","80","6"
"0","172.160.2.162","192.168.1.150","80","6"
"1","172.160.2.17","172.160.2.172","110","17"
"0","172.160.2.70","203.222.201.124","53","17"
"0","203.222.201.86","192.168.1.21","21","6"
"0","172.160.2.125","192.168.1.97","25","6"
"0","203.222.201.99","192.168.1.93","80","6"
"0","203.222.201.38","172.160.2.124","23","6"
"1","203.222.201.83","203.222.201.161","110","17"
"0","203.222.201.26","192.168.1.239","25","6"
"1","192.168.1.120","192.168.1.174","80","6"
"1","203.222.201.174","203.222.201.226","23","6"
"0","192.168.1.155","203.222.201.64","53","17"
"1","172.160.2.75","172.160.2.238","21","6"
"0","172.160.2.100","203.222.201.30","53","17"
"0","172.160.2.47","203.222.201.212","53","17"
"0","172.160.2.206","203.222.201.204","80","6"
"0","192.168.1.150","203.222.201.90","80","6"
"1","172.160.2.251","172.160.2.79","22","6"
"0","172.160.2.201","192.168.1.192","22","6"
"0","192.168.1.253","203.222.201.164","22","6"
"0","172.160.2.96","192.168.1.173","110","17"
"1","192.168.1.64","203.222.201.164","25","6"
"1","192.168.1.240","192.168.1.168","110","17"
"1","172.160.2.62","172.160.2.92","80","6"
"0","192.168.1.127","203.222.201.212","53","17"
"0","192.168.1.183","172.160.2.176","25","6"
"1","203.222.201.198","203.222.201.1","21","6"
"1","203.222.201.175","203.222.201.126","53","17"
"0","203.222.201.249","192.168.1.152","80","6"
"1","203.222.201.247","203.222.201.98","80","6"
"0","172.160.2.235","203.222.201.28","21","6"
"0","192.168.1.74","203.222.201.88","22","6"
"0","203.222.201.77","172.160.2.208","22","6"
"0","192.168.1.37","203.222.201.57","110","17"
"1","192.168.1.242","192.168.1.15","110","17"
"0","192.168.1.136","203.222.201.150","110","17"
"1","203.222.201.221","203.222.201.177","25","6"
"1","172.160.2.185","172.160.2.185","22","6"
"1","172.160.2.5","172.160.2.198","21","6"
"0","203.222.201.119","192.168.1.206","22","6"
"1","203.222.201.27","203.222.201.120","25","6"
"1","172.160.2.134","192.168.1.242","23","6"
"0","172.160.2.13","203.222.201.214","22","6"
"0","172.160.2.221","192.168.1.86","53","17"
"0","203.222.201.160","192.168.1.240","25","6"
"0","203.222.201.240","192.168.1.95","25","6"
"0","172.160.2.207","192.168.1.84","22","6"
"0","172.160.2.173","192.168.1.86","53","17"
"1","172.160.2.113","172.160.2.219","80","6"
"0","172.160.2.6","192.168.1.185","53","17"
"0","203.222.201.91","192.168.1.172","25","6"
"0","203.222.201.111","172.160.2.172","21","6"
"0","203.222.201.100","172.160.2.84","80","6"
"1","172.160.2.131","192.168.1.211","23","6"
"0","172.160.2.186","203.222.201.88","23","6"
"0","203.222.201.250","192.168.1.129","80","6"
"0","172.160.2.217","192.168.1.21","22","6"
"1","192.168.1.202","203.222.201.137","25","6"
"0","192.168.1.170","203.222.201.238","80","6"
"1","192.168.1.204","192.168.1.131","21","6"
"1","192.168.1.111","192.168.1.55","23","6"
"1","192.168.1.18","203.222.201.132","25","6"
"0","192.168.1.51","203.222.201.66","22","6"
"1","203.222.201.79","203.222.201.45","23","6"
"1","203.222.201.248","203.222.201.174","22","6"
"0","192.168.1.139","172.160.2.21","21","6"
"0","192.168.1.214","172.160.2.53","80","6"
"0","192.168.1.239","203.222.201.39","80","6"
"0","172.160.2.82","203.222.201.90","110","17"
"0","192.168.1.82","203.222.201.25","23","6"
"0","192.168.1.179","172.160.2.24","110","17"
"0","203.222.201.70","192.168.1.154","80","6"
"0","192.168.1.121","172.160.2.115","22","6"
"1","203.222.201.13","172.160.2.185","53","17"
"0","172.160.2.202","192.168.1.149","25","6"
"0","203.222.201.1","172.160.2.128","110","17"
"0","192.168.1.62","203.222.201.222","110","17"
"0","203.222.201.188","192.168.1.17","110","17"
"0","203.222.201.157","192.168.1.139","53","17"
"1","203.222.201.136","203.222.201.250","25","6"
"0","172.160.2.1","192.168.1.148","110","17"
"0","203.222.201.55","192.168.1.163","110","17"
"1","203.222.201.155","203.222.201.208","80","6"
"0","172.160.2.32","203.222.201.197","53","17"
"0","192.168.1.212","203.222.201.201","110","17"
"1","192.168.1.106","203.222.201.53","25","6"
"1","192.168.1.19","192.168.1.152","22","6"
"1","192.168.1.100","192.168.1.15","22","6"
"1","192.168.1.47","192.168.1.212","23","6"
"0","203.222.201.167","192.168.1.135","21","6"
"0","192.168.1.196","203.222.201.199","23","6"
"0","203.222.201.164","172.160.2.106","22","6"
"0","203.222.201.147","192.168.1.72","110","17"
